Time (min),Force (N),Position (mm)
2.12,3680,5.3739
2.12,3680,5.3795
2.12,3680,5.3852
2.13,3680,5.3913
2.13,3680,5.3975
2.13,3680,5.4037
2.13,3680,5.4098
2.13,3680,5.4153
2.14,3680,5.4209
2.14,3680,5.4267
2.14,3680,5.4329
2.14,3690,5.4391
2.15,3690,5.4452
2.15,3690,5.4512
2.15,3690,5.4567
2.15,3680,5.4623
2.16,3690,5.4682
2.16,3690,5.4745
2.16,3690,5.4806
2.16,3690,5.4868
2.17,3690,5.4926
2.17,3690,5.4981
2.17,3690,5.5037
2.17,3690,5.5099
2.17,3690,5.5160
2.18,3690,5.5221
2.18,3690,5.5283
2.18,3690,5.5339
2.18,3690,5.5395
2.19,3690,5.5452
2.19,3690,5.5514
2.19,3690,5.5575
2.19,3690,5.5637
2.20,3700,5.5698
2.20,3690,5.5753
2.20,3690,5.5809
2.20,3690,5.5867
2.21,3690,5.5930
2.21,3700,5.5991
2.21,3700,5.6053
2.21,3700,5.6112
2.21,3700,5.6167
2.22,3700,5.6224
2.22,3700,5.6283
2.22,3700,5.6345
2.22,3700,5.6406
2.23,3700,5.6469
2.23,3700,5.6526
2.23,3700,5.6581
2.23,3700,5.6638
2.24,3700,5.6699
2.24,3700,5.6760
2.24,3700,5.6822
2.24,3700,5.6884
2.24,3700,5.6940
2.25,3700,5.6995
2.25,3700,5.7053
2.25,3700,5.7115
2.25,3700,5.7176
2.26,3700,5.7238
2.26,3700,5.7299
2.26,3700,5.7354
2.26,3700,5.7410
2.27,3700,5.7468
2.27,3700,5.7531
2.27,3700,5.7592
2.27,3710,5.7654
2.28,3710,5.7713
2.28,3700,5.7768
2.28,3700,5.7824
2.28,3700,5.7884
2.28,3710,5.7946
2.29,3710,5.8007
2.29,3710,5.8069
2.29,3710,5.8127
2.29,3710,5.8182
2.30,3710,5.8239
2.30,3710,5.8300
2.30,3710,5.8361
2.30,3710,5.8423
2.31,3710,5.8484
2.31,3710,5.8541
2.31,3710,5.8596
2.31,3710,5.8654
2.31,3710,5.8716
2.32,3710,5.8777
2.32,3710,5.8839
2.32,3710,5.8900
2.32,3710,5.8955
2.33,3710,5.9010
2.33,3710,5.9069
2.33,3710,5.9132
2.33,3710,5.9193
2.34,3710,5.9255
2.34,3710,5.9313
2.34,3710,5.9368
2.34,3710,5.9425
2.35,3710,5.9485
2.35,3710,5.9547
2.35,3710,5.9608
2.35,3710,5.9670
2.35,3710,5.9728
2.36,3710,5.9782
2.36,3710,5.9840
2.36,3710,5.9901
2.36,3710,5.9963
2.37,3710,6.0025
2.37,3710,6.0086
2.37,3710,6.0142
2.37,3710,6.0198
2.38,3710,6.0255
2.38,3710,6.0318
2.38,3700,6.0379
