Time (min),Force (N),Position (mm)
0.00328,0.0438,0.0000
0.00330,0.0957,0.0000
0.00332,0.210,0.0000
0.00333,0.309,0.0000
0.00335,0.235,0.0000
0.00337,0.119,0.0000
0.00338,0.0465,0.0000
0.00340,-0.0304,0.0000
0.00342,0.0876,0.0000
0.00343,0.143,0.0000
0.00345,0.186,0.0000
0.00347,0.194,0.0000
0.00348,0.216,0.0000
0.00350,0.259,0.0000
0.00352,0.210,0.0000
0.00353,0.0760,0.0000
0.00355,0.0501,0.0000
0.00357,0.0831,0.0000
0.00358,0.125,0.0000
0.00360,0.171,0.0000
0.00362,0.174,0.0000
0.00363,0.196,0.0000
0.00365,0.157,0.0000
0.00367,0.0778,0.0000
0.00368,0.00268,0.0000
0.00370,0.0116,0.0000
0.00372,0.118,0.0000
0.00373,0.208,0.0000
0.00375,0.247,0.0000
0.00377,0.230,0.0000
0.00378,0.228,0.0000
0.00380,0.0706,0.0000
0.00382,-0.0474,0.0000
0.00383,-0.0367,0.0000
0.00385,0.0304,0.0000
0.00387,0.126,0.0000
0.00388,0.157,0.0000
0.00390,0.157,0.0000
0.00392,0.0894,0.0000
0.00393,0.0554,0.0000
0.00395,-0.0671,0.0000
0.00397,-0.0644,0.0000
0.00398,-0.0259,0.0000
0.00400,0.00358,0.0000
0.00402,0.0501,0.0000
0.00403,0.0894,0.0000
0.00405,0.0894,0.0000
0.00407,-0.0224,0.0000
0.00408,-0.0286,0.0000
0.00410,-0.0840,0.0000
0.00412,-0.0188,0.0000
0.00413,0.0232,0.0000
0.00415,0.0384,0.0000
0.00417,0.0626,0.0000
0.00418,0.0197,0.0000
0.00420,-0.0304,0.0000
0.00422,-0.0340,0.0000
0.00423,-0.0197,0.0000
0.00425,-0.0152,0.0000
0.00427,0.0286,0.0000
0.00428,0.0760,0.0000
0.00430,0.131,0.0000
0.00432,0.173,0.0000
0.00433,0.153,0.0000
0.00435,0.0653,0.0000
0.00437,-0.0688,0.0000
0.00438,-0.132,0.0000
0.00440,0.0992,0.0000
0.00442,0.0992,0.0000
0.00443,0.359,0.0000
0.00445,0.362,0.0000
0.00447,0.234,0.0000
0.00448,0.0179,0.00010000
0.00450,0.0197,0.00010000
0.00452,0.0519,0.00020000
0.00453,0.190,0.00020000
0.00455,0.402,0.00020000
0.00457,0.372,0.00030000
0.00458,0.340,0.00030000
0.00460,0.315,0.00030000
0.00462,0.285,0.00040000
0.00463,0.291,0.00040000
0.00465,0.383,0.00040000
0.00467,0.475,0.00050000
0.00468,0.417,0.00050000
0.00470,0.370,0.00060000
0.00472,0.629,0.00060000
0.00473,0.714,0.00060000
0.00475,0.730,0.00060000
0.00477,0.558,0.00060000
0.00478,0.201,0.00070000
0.00480,0.294,0.00070000
0.00482,0.511,0.00080000
0.00483,0.749,0.00080000
0.00485,0.876,0.00080000
0.00487,0.663,0.00080000
0.00488,0.508,0.00090000
0.00490,0.317,0.00090000
0.00492,0.322,0.00090000
0.00493,0.769,0.0010000
0.00495,0.789,0.0010000
0.00497,0.718,0.0010000
0.00498,0.738,0.0010000
0.00500,0.783,0.0011000
0.00502,0.982,0.0011000
0.00503,0.942,0.0011000
0.00505,0.725,0.0011000
0.00507,0.528,0.0012000
0.00508,0.749,0.0012000
0.00510,0.919,0.0012000
0.00512,1.09,0.0012000
0.00513,1.24,0.0012000
0.00515,1.28,0.0012000
0.00517,0.775,0.0013000
0.00518,0.676,0.0013000
0.00520,0.796,0.0014000
0.00522,1.05,0.0014000
0.00523,1.01,0.0014000
0.00525,0.957,0.0015000
0.00527,1.06,0.0015000
0.00528,1.22,0.0016000
0.00530,1.36,0.0016000
0.00532,1.22,0.0016000
0.00533,0.931,0.0017000
0.00535,0.750,0.0017000
0.00537,0.762,0.0018000
0.00538,1.35,0.0018000
0.00540,1.63,0.0018000
0.00542,1.70,0.0019000
0.00543,1.55,0.0019000
0.00545,1.23,0.0020000
0.00547,1.02,0.0020000
0.00548,1.24,0.0020000
0.00550,1.38,0.0021000
0.00552,1.35,0.0022000
0.00553,1.31,0.0022000
0.00555,1.63,0.0022000
0.00557,1.76,0.0023000
0.00558,1.63,0.0023000
0.00560,1.49,0.0024000
0.00562,1.31,0.0024000
0.00563,1.29,0.0025000
0.00565,1.41,0.0025000
0.00567,1.60,0.0026000
0.00568,1.79,0.0026000
0.00570,2.00,0.0026000
0.00572,1.81,0.0027000
0.00573,1.59,0.0027000
0.00575,1.56,0.0028000
0.00577,1.91,0.0028000
0.00578,1.83,0.0028000
0.00580,1.74,0.0029000
0.00582,1.79,0.0029000
0.00583,1.91,0.0030000
0.00585,2.12,0.0030000
0.00587,2.19,0.0031000
0.00588,2.22,0.0031000
0.00590,2.05,0.0032000
0.00592,1.73,0.0032000
0.00593,1.88,0.0033000
0.00595,2.23,0.0033000
0.00597,2.53,0.0034000
0.00598,2.60,0.0034000
0.00600,2.29,0.0035000
0.00602,2.14,0.0035000
0.00603,2.14,0.0036000
0.00605,2.24,0.0036000
0.00607,2.32,0.0037000
0.00608,2.35,0.0037000
0.00610,2.43,0.0037000
0.00612,2.47,0.0038000
0.00613,2.48,0.0038000
0.00615,2.69,0.0039000
0.00617,2.71,0.0039000
0.00618,2.45,0.0040000
0.00620,2.23,0.0040000
0.00622,2.42,0.0041000
0.00623,2.66,0.0041000
0.00625,2.80,0.0042000
0.00627,2.81,0.0042000
0.00628,2.64,0.0042000
0.00630,2.57,0.0043000
0.00632,2.54,0.0043000
0.00633,2.63,0.0044000
0.00635,2.63,0.0044000
0.00637,2.61,0.0044000
0.00638,2.60,0.0045000
0.00640,2.64,0.0046000
0.00642,2.82,0.0046000
0.00643,2.94,0.0046000
0.00645,2.69,0.0047000
0.00647,2.50,0.0048000
0.00648,2.52,0.0048000
0.00650,2.70,0.0048000
0.00652,2.95,0.0049000
0.00653,3.03,0.0049000
0.00655,2.99,0.0050000
0.00657,2.97,0.0050000
0.00658,2.94,0.0051000
0.00660,3.05,0.0051000
0.00662,3.13,0.0052000
0.00663,3.15,0.0052000
0.00665,3.10,0.0053000
0.00667,3.10,0.0053000
0.00668,3.28,0.0053000
0.00670,3.39,0.0054000
0.00672,3.41,0.0054000
0.00673,3.26,0.0055000
0.00675,3.03,0.0056000
0.00677,3.20,0.0056000
0.00678,3.44,0.0056000
0.00680,3.58,0.0057000
