rl	V(a)	V(b)	V(c)	I(Rlth)	I(Rl)
2.711000000000000e+03	5.523479e+00	4.239345e+00	1.283913e+00	4.735938e-04	4.736754e-04
2.721000000000000e+03	5.524530e+00	4.238868e+00	1.285441e+00	4.724150e-04	4.724964e-04
2.731000000000000e+03	5.525577e+00	4.238393e+00	1.286962e+00	4.712421e-04	4.713233e-04
2.741000000000000e+03	5.526618e+00	4.237920e+00	1.288475e+00	4.700749e-04	4.701559e-04
2.751000000000000e+03	5.527654e+00	4.237450e+00	1.289981e+00	4.689136e-04	4.689944e-04
2.761000000000000e+03	5.528685e+00	4.236982e+00	1.291480e+00	4.677580e-04	4.678385e-04
2.771000000000000e+03	5.529710e+00	4.236517e+00	1.292971e+00	4.666080e-04	4.666884e-04
2.781000000000000e+03	5.530731e+00	4.236053e+00	1.294455e+00	4.654637e-04	4.655439e-04
2.791000000000000e+03	5.531747e+00	4.235592e+00	1.295931e+00	4.643250e-04	4.644050e-04
2.801000000000000e+03	5.532758e+00	4.235134e+00	1.297400e+00	4.631919e-04	4.632717e-04
2.811000000000000e+03	5.533763e+00	4.234677e+00	1.298863e+00	4.620642e-04	4.621438e-04
2.821000000000000e+03	5.534765e+00	4.234223e+00	1.300318e+00	4.609421e-04	4.610215e-04
2.831000000000000e+03	5.535761e+00	4.233771e+00	1.301766e+00	4.598254e-04	4.599046e-04
2.841000000000000e+03	5.536752e+00	4.233321e+00	1.303207e+00	4.587141e-04	4.587931e-04
2.851000000000000e+03	5.537739e+00	4.232873e+00	1.304641e+00	4.576081e-04	4.576869e-04
2.861000000000000e+03	5.538721e+00	4.232428e+00	1.306068e+00	4.565074e-04	4.565861e-04
2.871000000000000e+03	5.539698e+00	4.231984e+00	1.307488e+00	4.554121e-04	4.554905e-04
2.881000000000000e+03	5.540670e+00	4.231543e+00	1.308902e+00	4.543220e-04	4.544002e-04
2.891000000000000e+03	5.541638e+00	4.231104e+00	1.310308e+00	4.532371e-04	4.533152e-04
2.901000000000000e+03	5.542601e+00	4.230667e+00	1.311708e+00	4.521573e-04	4.522352e-04
2.911000000000000e+03	5.543560e+00	4.230232e+00	1.313102e+00	4.510827e-04	4.511604e-04
2.921000000000000e+03	5.544514e+00	4.229799e+00	1.314489e+00	4.500132e-04	4.500907e-04
2.931000000000000e+03	5.545463e+00	4.229368e+00	1.315869e+00	4.489488e-04	4.490261e-04
2.941000000000000e+03	5.546408e+00	4.228939e+00	1.317243e+00	4.478893e-04	4.479665e-04
2.951000000000000e+03	5.547349e+00	4.228512e+00	1.318610e+00	4.468349e-04	4.469119e-04
2.961000000000000e+03	5.548285e+00	4.228087e+00	1.319971e+00	4.457854e-04	4.458622e-04
2.971000000000000e+03	5.549217e+00	4.227664e+00	1.321325e+00	4.447408e-04	4.448174e-04
2.981000000000000e+03	5.550144e+00	4.227243e+00	1.322673e+00	4.437011e-04	4.437776e-04
2.991000000000000e+03	5.551067e+00	4.226824e+00	1.324015e+00	4.426663e-04	4.427426e-04
3.001000000000000e+03	5.551986e+00	4.226408e+00	1.325351e+00	4.416363e-04	4.417124e-04
3.011000000000000e+03	5.552901e+00	4.225992e+00	1.326680e+00	4.406111e-04	4.406870e-04
3.021000000000000e+03	5.553811e+00	4.225579e+00	1.328003e+00	4.395906e-04	4.396663e-04
3.031000000000000e+03	5.554717e+00	4.225168e+00	1.329320e+00	4.385748e-04	4.386504e-04
3.041000000000000e+03	5.555619e+00	4.224759e+00	1.330631e+00	4.375637e-04	4.376391e-04
3.051000000000000e+03	5.556517e+00	4.224351e+00	1.331936e+00	4.365573e-04	4.366325e-04
3.061000000000000e+03	5.557411e+00	4.223946e+00	1.333235e+00	4.355555e-04	4.356305e-04
3.071000000000000e+03	5.558300e+00	4.223542e+00	1.334528e+00	4.345582e-04	4.346331e-04
3.081000000000000e+03	5.559186e+00	4.223140e+00	1.335815e+00	4.335656e-04	4.336403e-04
3.091000000000000e+03	5.560067e+00	4.222740e+00	1.337097e+00	4.325774e-04	4.326519e-04
3.101000000000000e+03	5.560945e+00	4.222342e+00	1.338372e+00	4.315937e-04	4.316681e-04
3.111000000000000e+03	5.561818e+00	4.221945e+00	1.339642e+00	4.306146e-04	4.306888e-04
3.121000000000000e+03	5.562688e+00	4.221551e+00	1.340906e+00	4.296398e-04	4.297138e-04
3.131000000000000e+03	5.563553e+00	4.221158e+00	1.342164e+00	4.286694e-04	4.287433e-04
3.141000000000000e+03	5.564415e+00	4.220767e+00	1.343417e+00	4.277035e-04	4.277772e-04
3.151000000000000e+03	5.565273e+00	4.220377e+00	1.344664e+00	4.267418e-04	4.268154e-04
3.161000000000000e+03	5.566127e+00	4.219990e+00	1.345905e+00	4.257845e-04	4.258579e-04
3.171000000000000e+03	5.566977e+00	4.219604e+00	1.347141e+00	4.248315e-04	4.249047e-04
3.181000000000000e+03	5.567823e+00	4.219220e+00	1.348371e+00	4.238827e-04	4.239557e-04
3.191000000000000e+03	5.568666e+00	4.218838e+00	1.349596e+00	4.229381e-04	4.230110e-04
3.201000000000000e+03	5.569505e+00	4.218457e+00	1.350815e+00	4.219978e-04	4.220705e-04
3.211000000000000e+03	5.570340e+00	4.218078e+00	1.352029e+00	4.210616e-04	4.211341e-04
3.221000000000000e+03	5.571171e+00	4.217701e+00	1.353237e+00	4.201296e-04	4.202019e-04
3.231000000000000e+03	5.571999e+00	4.217325e+00	1.354441e+00	4.192016e-04	4.192739e-04
3.241000000000000e+03	5.572823e+00	4.216951e+00	1.355638e+00	4.182778e-04	4.183499e-04
3.251000000000000e+03	5.573644e+00	4.216579e+00	1.356831e+00	4.173580e-04	4.174300e-04
3.261000000000000e+03	5.574461e+00	4.216208e+00	1.358018e+00	4.164423e-04	4.165141e-04
3.271000000000000e+03	5.575274e+00	4.215839e+00	1.359201e+00	4.155306e-04	4.156022e-04
3.281000000000000e+03	5.576084e+00	4.215471e+00	1.360378e+00	4.146229e-04	4.146943e-04
3.291000000000000e+03	5.576890e+00	4.215106e+00	1.361549e+00	4.137191e-04	4.137903e-04
3.301000000000000e+03	5.577693e+00	4.214741e+00	1.362716e+00	4.128192e-04	4.128903e-04
3.311000000000000e+03	5.578492e+00	4.214379e+00	1.363878e+00	4.119233e-04	4.119943e-04
3.321000000000000e+03	5.579288e+00	4.214017e+00	1.365035e+00	4.110312e-04	4.111021e-04
3.331000000000000e+03	5.580080e+00	4.213658e+00	1.366186e+00	4.101430e-04	4.102137e-04
3.341000000000000e+03	5.580869e+00	4.213300e+00	1.367333e+00	4.092586e-04	4.093292e-04
3.351000000000000e+03	5.581654e+00	4.212944e+00	1.368475e+00	4.083781e-04	4.084484e-04
3.361000000000000e+03	5.582436e+00	4.212588e+00	1.369612e+00	4.075013e-04	4.075715e-04
3.371000000000000e+03	5.583215e+00	4.212235e+00	1.370744e+00	4.066282e-04	4.066983e-04
3.381000000000000e+03	5.583991e+00	4.211883e+00	1.371871e+00	4.057590e-04	4.058288e-04
3.391000000000000e+03	5.584763e+00	4.211533e+00	1.372993e+00	4.048934e-04	4.049631e-04
3.401000000000000e+03	5.585532e+00	4.211184e+00	1.374111e+00	4.040315e-04	4.041011e-04
3.411000000000000e+03	5.586297e+00	4.210836e+00	1.375224e+00	4.031732e-04	4.032427e-04
3.421000000000000e+03	5.587059e+00	4.210490e+00	1.376332e+00	4.023186e-04	4.023879e-04
3.431000000000000e+03	5.587819e+00	4.210146e+00	1.377435e+00	4.014676e-04	4.015368e-04
3.441000000000000e+03	5.588574e+00	4.209803e+00	1.378534e+00	4.006202e-04	4.006892e-04
3.451000000000000e+03	5.589327e+00	4.209461e+00	1.379628e+00	3.997764e-04	3.998453e-04
3.461000000000000e+03	5.590077e+00	4.209121e+00	1.380718e+00	3.989361e-04	3.990048e-04
3.471000000000000e+03	5.590823e+00	4.208782e+00	1.381803e+00	3.980994e-04	3.981679e-04
3.481000000000000e+03	5.591567e+00	4.208445e+00	1.382883e+00	3.972661e-04	3.973345e-04
3.491000000000000e+03	5.592307e+00	4.208109e+00	1.383959e+00	3.964363e-04	3.965046e-04
3.501000000000000e+03	5.593044e+00	4.207775e+00	1.385031e+00	3.956100e-04	3.956782e-04
3.511000000000000e+03	5.593778e+00	4.207441e+00	1.386098e+00	3.947871e-04	3.948552e-04
3.521000000000000e+03	5.594509e+00	4.207109e+00	1.387160e+00	3.939677e-04	3.940356e-04
3.531000000000000e+03	5.595237e+00	4.206779e+00	1.388218e+00	3.931516e-04	3.932194e-04
3.541000000000000e+03	5.595962e+00	4.206450e+00	1.389272e+00	3.923389e-04	3.924065e-04
3.551000000000000e+03	5.596684e+00	4.206122e+00	1.390322e+00	3.915296e-04	3.915970e-04
3.561000000000000e+03	5.597403e+00	4.205796e+00	1.391367e+00	3.907236e-04	3.907909e-04
3.571000000000000e+03	5.598119e+00	4.205472e+00	1.392408e+00	3.899209e-04	3.899881e-04
3.581000000000000e+03	5.598832e+00	4.205148e+00	1.393444e+00	3.891215e-04	3.891885e-04
3.591000000000000e+03	5.599542e+00	4.204825e+00	1.394476e+00	3.883254e-04	3.883922e-04
3.601000000000000e+03	5.600249e+00	4.204504e+00	1.395504e+00	3.875325e-04	3.875993e-04
3.611000000000000e+03	5.600954e+00	4.204185e+00	1.396528e+00	3.867428e-04	3.868095e-04
3.621000000000000e+03	5.601655e+00	4.203866e+00	1.397548e+00	3.859564e-04	3.860229e-04
3.631000000000000e+03	5.602354e+00	4.203549e+00	1.398564e+00	3.851732e-04	3.852395e-04
3.641000000000000e+03	5.603050e+00	4.203234e+00	1.399575e+00	3.843931e-04	3.844593e-04
3.651000000000000e+03	5.603743e+00	4.202919e+00	1.400583e+00	3.836162e-04	3.836822e-04
3.661000000000000e+03	5.604433e+00	4.202606e+00	1.401586e+00	3.828424e-04	3.829083e-04
3.671000000000000e+03	5.605121e+00	4.202294e+00	1.402585e+00	3.820717e-04	3.821375e-04
3.681000000000000e+03	5.605805e+00	4.201983e+00	1.403580e+00	3.813041e-04	3.813698e-04
3.691000000000000e+03	5.606487e+00	4.201674e+00	1.404572e+00	3.805396e-04	3.806052e-04
3.701000000000000e+03	5.607166e+00	4.201365e+00	1.405559e+00	3.797782e-04	3.798436e-04
3.711000000000000e+03	5.607843e+00	4.201058e+00	1.406542e+00	3.790198e-04	3.790851e-04
3.721000000000000e+03	5.608517e+00	4.200752e+00	1.407522e+00	3.782644e-04	3.783296e-04
3.731000000000000e+03	5.609188e+00	4.200448e+00	1.408497e+00	3.775120e-04	3.775771e-04
3.741000000000000e+03	5.609857e+00	4.200144e+00	1.409469e+00	3.767627e-04	3.768276e-04
3.751000000000000e+03	5.610522e+00	4.199842e+00	1.410437e+00	3.760163e-04	3.760810e-04
3.761000000000000e+03	5.611186e+00	4.199542e+00	1.411401e+00	3.752728e-04	3.753375e-04
3.771000000000000e+03	5.611846e+00	4.199242e+00	1.412361e+00	3.745323e-04	3.745968e-04
3.781000000000000e+03	5.612504e+00	4.198943e+00	1.413318e+00	3.737947e-04	3.738591e-04
3.791000000000000e+03	5.613160e+00	4.198646e+00	1.414270e+00	3.730600e-04	3.731242e-04
3.801000000000000e+03	5.613812e+00	4.198349e+00	1.415219e+00	3.723281e-04	3.723923e-04
3.811000000000000e+03	5.614462e+00	4.198054e+00	1.416164e+00	3.715992e-04	3.716632e-04
3.821000000000000e+03	5.615110e+00	4.197760e+00	1.417106e+00	3.708731e-04	3.709370e-04
3.831000000000000e+03	5.615756e+00	4.197467e+00	1.418044e+00	3.701498e-04	3.702136e-04
3.841000000000000e+03	5.616398e+00	4.197176e+00	1.418978e+00	3.694293e-04	3.694929e-04
3.851000000000000e+03	5.617038e+00	4.196885e+00	1.419909e+00	3.687117e-04	3.687752e-04
3.861000000000000e+03	5.617676e+00	4.196596e+00	1.420835e+00	3.679968e-04	3.680602e-04
3.871000000000000e+03	5.618311e+00	4.196308e+00	1.421759e+00	3.672847e-04	3.673479e-04
3.881000000000000e+03	5.618944e+00	4.196020e+00	1.422679e+00	3.665753e-04	3.666384e-04
3.891000000000000e+03	5.619575e+00	4.195734e+00	1.423595e+00	3.658686e-04	3.659317e-04
3.901000000000000e+03	5.620203e+00	4.195449e+00	1.424508e+00	3.651647e-04	3.652277e-04
3.911000000000000e+03	5.620828e+00	4.195166e+00	1.425417e+00	3.644635e-04	3.645263e-04
3.921000000000000e+03	5.621451e+00	4.194883e+00	1.426323e+00	3.637650e-04	3.638277e-04
3.931000000000000e+03	5.622072e+00	4.194601e+00	1.427225e+00	3.630692e-04	3.631317e-04
3.941000000000000e+03	5.622690e+00	4.194320e+00	1.428124e+00	3.623760e-04	3.624384e-04
3.951000000000000e+03	5.623306e+00	4.194041e+00	1.429019e+00	3.616854e-04	3.617477e-04
3.961000000000000e+03	5.623920e+00	4.193762e+00	1.429911e+00	3.609975e-04	3.610597e-04
3.971000000000000e+03	5.624531e+00	4.193485e+00	1.430800e+00	3.603122e-04	3.603743e-04
3.981000000000000e+03	5.625140e+00	4.193208e+00	1.431685e+00	3.596295e-04	3.596914e-04
3.991000000000000e+03	5.625747e+00	4.192933e+00	1.432567e+00	3.589494e-04	3.590112e-04
4.001000000000000e+03	5.626351e+00	4.192659e+00	1.433445e+00	3.582718e-04	3.583335e-04
4.011000000000000e+03	5.626953e+00	4.192386e+00	1.434321e+00	3.575968e-04	3.576584e-04
4.021000000000000e+03	5.627553e+00	4.192113e+00	1.435193e+00	3.569243e-04	3.569858e-04
4.031000000000000e+03	5.628151e+00	4.191842e+00	1.436061e+00	3.562544e-04	3.563158e-04
4.041000000000000e+03	5.628746e+00	4.191572e+00	1.436927e+00	3.555869e-04	3.556482e-04
4.051000000000000e+03	5.629339e+00	4.191303e+00	1.437789e+00	3.549220e-04	3.549831e-04
4.061000000000000e+03	5.629930e+00	4.191034e+00	1.438648e+00	3.542595e-04	3.543206e-04
4.071000000000000e+03	5.630519e+00	4.190767e+00	1.439504e+00	3.535995e-04	3.536605e-04
4.081000000000000e+03	5.631105e+00	4.190501e+00	1.440356e+00	3.529420e-04	3.530028e-04
4.091000000000000e+03	5.631690e+00	4.190236e+00	1.441206e+00	3.522869e-04	3.523476e-04
4.101000000000000e+03	5.632272e+00	4.189972e+00	1.442052e+00	3.516343e-04	3.516948e-04
4.111000000000000e+03	5.632852e+00	4.189708e+00	1.442895e+00	3.509840e-04	3.510445e-04
4.121000000000000e+03	5.633430e+00	4.189446e+00	1.443735e+00	3.503361e-04	3.503965e-04
4.131000000000000e+03	5.634006e+00	4.189185e+00	1.444572e+00	3.496907e-04	3.497509e-04
4.141000000000000e+03	5.634580e+00	4.188925e+00	1.445406e+00	3.490476e-04	3.491077e-04
4.151000000000000e+03	5.635151e+00	4.188665e+00	1.446237e+00	3.484068e-04	3.484669e-04
4.161000000000000e+03	5.635721e+00	4.188407e+00	1.447065e+00	3.477685e-04	3.478284e-04
4.171000000000000e+03	5.636288e+00	4.188149e+00	1.447889e+00	3.471324e-04	3.471922e-04
4.181000000000000e+03	5.636853e+00	4.187893e+00	1.448711e+00	3.464987e-04	3.465584e-04
4.191000000000000e+03	5.637416e+00	4.187637e+00	1.449530e+00	3.458673e-04	3.459269e-04
4.201000000000000e+03	5.637978e+00	4.187382e+00	1.450346e+00	3.452382e-04	3.452977e-04
4.211000000000000e+03	5.638537e+00	4.187129e+00	1.451158e+00	3.446113e-04	3.446707e-04
4.221000000000000e+03	5.639094e+00	4.186876e+00	1.451968e+00	3.439868e-04	3.440460e-04
4.231000000000000e+03	5.639649e+00	4.186624e+00	1.452775e+00	3.433645e-04	3.434236e-04
4.241000000000000e+03	5.640203e+00	4.186373e+00	1.453579e+00	3.427444e-04	3.428035e-04
4.251000000000000e+03	5.640753e+00	4.186123e+00	1.454380e+00	3.421266e-04	3.421856e-04
4.261000000000000e+03	5.641303e+00	4.185874e+00	1.455178e+00	3.415110e-04	3.415698e-04
4.271000000000000e+03	5.641850e+00	4.185625e+00	1.455974e+00	3.408976e-04	3.409564e-04
4.281000000000000e+03	5.642395e+00	4.185378e+00	1.456766e+00	3.402864e-04	3.403451e-04
4.291000000000000e+03	5.642938e+00	4.185131e+00	1.457556e+00	3.396774e-04	3.397360e-04
4.301000000000000e+03	5.643479e+00	4.184886e+00	1.458343e+00	3.390706e-04	3.391290e-04
4.311000000000000e+03	5.644019e+00	4.184641e+00	1.459127e+00	3.384660e-04	3.385243e-04
4.321000000000000e+03	5.644557e+00	4.184397e+00	1.459908e+00	3.378635e-04	3.379217e-04
4.331000000000000e+03	5.645092e+00	4.184154e+00	1.460686e+00	3.372631e-04	3.373212e-04
4.341000000000000e+03	5.645626e+00	4.183912e+00	1.461462e+00	3.366649e-04	3.367228e-04
4.351000000000000e+03	5.646157e+00	4.183671e+00	1.462235e+00	3.360687e-04	3.361266e-04
4.361000000000000e+03	5.646687e+00	4.183430e+00	1.463005e+00	3.354747e-04	3.355325e-04
4.371000000000000e+03	5.647215e+00	4.183190e+00	1.463773e+00	3.348828e-04	3.349405e-04
4.381000000000000e+03	5.647741e+00	4.182951e+00	1.464538e+00	3.342930e-04	3.343506e-04
4.391000000000000e+03	5.648266e+00	4.182714e+00	1.465300e+00	3.337052e-04	3.337627e-04
4.401000000000000e+03	5.648788e+00	4.182477e+00	1.466059e+00	3.331196e-04	3.331770e-04
4.411000000000000e+03	5.649309e+00	4.182240e+00	1.466816e+00	3.325359e-04	3.325932e-04
4.421000000000000e+03	5.649827e+00	4.182004e+00	1.467570e+00	3.319543e-04	3.320115e-04
4.431000000000000e+03	5.650344e+00	4.181770e+00	1.468322e+00	3.313748e-04	3.314319e-04
4.441000000000000e+03	5.650860e+00	4.181536e+00	1.469070e+00	3.307972e-04	3.308542e-04
4.451000000000000e+03	5.651373e+00	4.181303e+00	1.469817e+00	3.302217e-04	3.302786e-04
4.461000000000000e+03	5.651885e+00	4.181071e+00	1.470560e+00	3.296481e-04	3.297049e-04
4.471000000000000e+03	5.652395e+00	4.180840e+00	1.471302e+00	3.290766e-04	3.291333e-04
4.481000000000000e+03	5.652903e+00	4.180609e+00	1.472040e+00	3.285070e-04	3.285636e-04
4.491000000000000e+03	5.653409e+00	4.180379e+00	1.472776e+00	3.279394e-04	3.279959e-04
4.501000000000000e+03	5.653913e+00	4.180151e+00	1.473509e+00	3.273738e-04	3.274302e-04
4.511000000000000e+03	5.654417e+00	4.179922e+00	1.474240e+00	3.268101e-04	3.268664e-04
4.521000000000000e+03	5.654918e+00	4.179695e+00	1.474969e+00	3.262484e-04	3.263046e-04
4.531000000000000e+03	5.655417e+00	4.179468e+00	1.475695e+00	3.256885e-04	3.257446e-04
4.541000000000000e+03	5.655915e+00	4.179242e+00	1.476418e+00	3.251306e-04	3.251866e-04
4.551000000000000e+03	5.656411e+00	4.179017e+00	1.477139e+00	3.245746e-04	3.246305e-04
4.561000000000000e+03	5.656905e+00	4.178793e+00	1.477857e+00	3.240205e-04	3.240763e-04
4.571000000000000e+03	5.657397e+00	4.178569e+00	1.478574e+00	3.234683e-04	3.235240e-04
4.581000000000000e+03	5.657888e+00	4.178347e+00	1.479287e+00	3.229179e-04	3.229736e-04
4.591000000000000e+03	5.658378e+00	4.178124e+00	1.479998e+00	3.223695e-04	3.224250e-04
4.601000000000000e+03	5.658865e+00	4.177903e+00	1.480707e+00	3.218229e-04	3.218783e-04
4.611000000000000e+03	5.659351e+00	4.177682e+00	1.481413e+00	3.212781e-04	3.213335e-04
4.621000000000000e+03	5.659835e+00	4.177463e+00	1.482117e+00	3.207352e-04	3.207905e-04
4.631000000000000e+03	5.660318e+00	4.177244e+00	1.482819e+00	3.201941e-04	3.202493e-04
4.641000000000000e+03	5.660799e+00	4.177025e+00	1.483518e+00	3.196549e-04	3.197099e-04
4.651000000000000e+03	5.661279e+00	4.176808e+00	1.484215e+00	3.191174e-04	3.191724e-04
4.661000000000000e+03	5.661757e+00	4.176591e+00	1.484910e+00	3.185818e-04	3.186367e-04
4.671000000000000e+03	5.662233e+00	4.176375e+00	1.485602e+00	3.180479e-04	3.181027e-04
4.681000000000000e+03	5.662707e+00	4.176159e+00	1.486292e+00	3.175159e-04	3.175706e-04
4.691000000000000e+03	5.663180e+00	4.175945e+00	1.486979e+00	3.169856e-04	3.170402e-04
4.701000000000000e+03	5.663652e+00	4.175731e+00	1.487665e+00	3.164571e-04	3.165116e-04
4.711000000000000e+03	5.664122e+00	4.175518e+00	1.488348e+00	3.159303e-04	3.159847e-04
4.721000000000000e+03	5.664590e+00	4.175305e+00	1.489028e+00	3.154053e-04	3.154596e-04
4.731000000000000e+03	5.665057e+00	4.175093e+00	1.489707e+00	3.148821e-04	3.149363e-04
4.741000000000000e+03	5.665522e+00	4.174882e+00	1.490383e+00	3.143605e-04	3.144147e-04
4.751000000000000e+03	5.665986e+00	4.174672e+00	1.491057e+00	3.138407e-04	3.138948e-04
4.761000000000000e+03	5.666448e+00	4.174462e+00	1.491729e+00	3.133226e-04	3.133766e-04
4.771000000000000e+03	5.666909e+00	4.174253e+00	1.492399e+00	3.128062e-04	3.128601e-04
4.781000000000000e+03	5.667367e+00	4.174045e+00	1.493066e+00	3.122916e-04	3.123453e-04
4.791000000000000e+03	5.667825e+00	4.173837e+00	1.493731e+00	3.117786e-04	3.118323e-04
4.801000000000000e+03	5.668282e+00	4.173630e+00	1.494394e+00	3.112672e-04	3.113209e-04
4.811000000000000e+03	5.668736e+00	4.173424e+00	1.495055e+00	3.107576e-04	3.108112e-04
4.821000000000000e+03	5.669189e+00	4.173218e+00	1.495714e+00	3.102497e-04	3.103031e-04
4.831000000000000e+03	5.669641e+00	4.173013e+00	1.496370e+00	3.097433e-04	3.097967e-04
4.841000000000000e+03	5.670091e+00	4.172809e+00	1.497024e+00	3.092387e-04	3.092919e-04
4.851000000000000e+03	5.670540e+00	4.172605e+00	1.497677e+00	3.087356e-04	3.087888e-04
4.861000000000000e+03	5.670987e+00	4.172402e+00	1.498327e+00	3.082343e-04	3.082874e-04
4.871000000000000e+03	5.671433e+00	4.172200e+00	1.498975e+00	3.077345e-04	3.077875e-04
4.881000000000000e+03	5.671877e+00	4.171998e+00	1.499621e+00	3.072364e-04	3.072893e-04
4.891000000000000e+03	5.672320e+00	4.171797e+00	1.500265e+00	3.067399e-04	3.067927e-04
4.901000000000000e+03	5.672761e+00	4.171597e+00	1.500906e+00	3.062449e-04	3.062977e-04
4.911000000000000e+03	5.673202e+00	4.171397e+00	1.501546e+00	3.057516e-04	3.058042e-04
4.921000000000000e+03	5.673640e+00	4.171198e+00	1.502184e+00	3.052598e-04	3.053124e-04
4.931000000000000e+03	5.674078e+00	4.171000e+00	1.502819e+00	3.047697e-04	3.048222e-04
4.941000000000000e+03	5.674513e+00	4.170802e+00	1.503453e+00	3.042811e-04	3.043335e-04
4.951000000000000e+03	5.674948e+00	4.170605e+00	1.504084e+00	3.037940e-04	3.038464e-04
4.961000000000000e+03	5.675381e+00	4.170408e+00	1.504714e+00	3.033086e-04	3.033608e-04
4.971000000000000e+03	5.675813e+00	4.170212e+00	1.505341e+00	3.028246e-04	3.028768e-04
4.981000000000000e+03	5.676243e+00	4.170017e+00	1.505967e+00	3.023422e-04	3.023943e-04
4.991000000000000e+03	5.676672e+00	4.169822e+00	1.506590e+00	3.018614e-04	3.019134e-04
5.000000000000000e+03	5.677057e+00	4.169647e+00	1.507150e+00	3.014299e-04	3.014819e-04
