Time (min),Force (N),Position (mm)
1.62,305,4.1148
1.63,305,4.1188
1.63,305,4.1230
1.63,305,4.1272
1.63,305,4.1314
1.63,305,4.1357
1.63,305,4.1400
1.64,305,4.1444
1.64,306,4.1489
1.64,305,4.1530
1.64,305,4.1571
1.64,306,4.1612
1.64,305,4.1653
1.65,306,4.1695
1.65,305,4.1738
1.65,306,4.1780
1.65,305,4.1824
1.65,306,4.1869
1.65,306,4.1912
1.66,306,4.1953
1.66,306,4.1994
1.66,306,4.2035
1.66,306,4.2077
1.66,306,4.2119
1.66,306,4.2162
1.67,306,4.2204
1.67,306,4.2249
1.67,305,4.2293
1.67,306,4.2335
1.67,306,4.2375
1.67,305,4.2416
1.68,306,4.2458
1.68,306,4.2500
1.68,305,4.2542
1.68,306,4.2585
1.68,306,4.2629
1.68,306,4.2673
1.69,306,4.2716
1.69,306,4.2757
1.69,306,4.2797
1.69,306,4.2839
1.69,306,4.2880
1.69,306,4.2923
1.70,306,4.2965
1.70,306,4.3009
1.70,306,4.3053
1.70,306,4.3097
1.70,307,4.3140
1.70,306,4.3180
1.71,306,4.3221
1.71,307,4.3262
1.71,307,4.3305
1.71,307,4.3348
1.71,308,4.3390
1.71,307,4.3434
1.72,306,4.3478
1.72,306,4.3521
1.72,307,4.3562
1.72,307,4.3603
1.72,306,4.3644
1.72,306,4.3686
1.73,307,4.3728
1.73,307,4.3771
1.73,306,4.3814
1.73,307,4.3858
1.73,307,4.3902
1.73,307,4.3944
1.74,307,4.3984
1.74,307,4.4025
1.74,307,4.4067
1.74,307,4.4110
1.74,307,4.4152
1.74,306,4.4194
1.75,307,4.4238
1.75,307,4.4282
1.75,307,4.4325
1.75,307,4.4367
1.75,307,4.4407
1.75,307,4.4449
1.76,307,4.4490
1.76,307,4.4533
1.76,307,4.4575
1.76,307,4.4618
1.76,307,4.4663
1.76,307,4.4707
1.77,307,4.4748
1.77,307,4.4789
1.77,307,4.4830
1.77,307,4.4872
1.77,307,4.4914
1.77,307,4.4956
1.78,307,4.4999
1.78,307,4.5042
1.78,308,4.5087
1.78,307,4.5130
1.78,307,4.5171
1.78,307,4.5212
1.79,307,4.5253
1.79,307,4.5295
1.79,307,4.5337
1.79,307,4.5379
1.79,307,4.5422
1.79,308,4.5467
1.80,307,4.5511
1.80,307,4.5553
1.80,307,4.5594
1.80,308,4.5635
1.80,307,4.5677
1.80,307,4.5719
1.81,307,4.5761
1.81,308,4.5804
1.81,308,4.5847
1.81,308,4.5892
1.81,308,4.5935
1.81,308,4.5976
1.82,308,4.6016
1.82,308,4.6058
1.82,308,4.6100
1.82,308,4.6142
1.82,308,4.6184
1.82,308,4.6227
1.83,308,4.6272
1.83,308,4.6316
1.83,308,4.6358
1.83,308,4.6398
1.83,308,4.6440
1.83,308,4.6481
1.84,308,4.6523
1.84,308,4.6565
1.84,308,4.6608
1.84,308,4.6651
1.84,308,4.6696
1.84,308,4.6739
1.85,308,4.6781
1.85,308,4.6821
1.85,308,4.6862
1.85,308,4.6904
1.85,308,4.6946
1.85,308,4.6989
1.86,308,4.7031
1.86,308,4.7076
1.86,308,4.7120
1.86,308,4.7162
1.86,308,4.7203
1.86,308,4.7244
1.87,308,4.7285
1.87,308,4.7327
1.87,308,4.7369
1.87,308,4.7411
1.87,308,4.7455
1.87,308,4.7500
1.88,308,4.7543
1.88,308,4.7584
1.88,308,4.7625
1.88,308,4.7666
1.88,308,4.7708
1.88,308,4.7750
1.89,308,4.7793
1.89,308,4.7835
1.89,308,4.7880
1.89,309,4.7924
1.89,309,4.7966
1.89,308,4.8007
1.90,308,4.8049
1.90,309,4.8090
1.90,309,4.8132
1.90,308,4.8174
1.90,308,4.8216
1.90,309,4.8260
1.91,309,4.8305
1.91,309,4.8348
1.91,309,4.8389
1.91,309,4.8429
1.91,309,4.8471
1.91,309,4.8512
1.92,308,4.8554
1.92,309,4.8597
1.92,309,4.8639
1.92,309,4.8684
1.92,309,4.8728
1.92,309,4.8771
1.93,309,4.8811
1.93,309,4.8852
1.93,309,4.8894
1.93,309,4.8936
1.93,309,4.8979
1.93,309,4.9021
1.94,309,4.9065
1.94,309,4.9110
1.94,309,4.9153
1.94,309,4.9194
1.94,309,4.9235
1.94,309,4.9276
1.95,309,4.9318
1.95,309,4.9360
1.95,309,4.9403
1.95,309,4.9446
1.95,309,4.9491
1.95,309,4.9535
1.96,309,4.9577
1.96,309,4.9617
1.96,309,4.9658
1.96,309,4.9700
1.96,309,4.9743
1.96,309,4.9785
1.97,309,4.9827
1.97,309,4.9871
1.97,309,4.9915
1.97,309,4.9959
1.97,309,5.0000
1.97,309,5.0041
1.98,309,5.0083
1.98,309,5.0125
1.98,310,5.0167
1.98,310,5.0209
1.98,309,5.0252
1.98,310,5.0297
1.99,310,5.0341
1.99,310,5.0383
1.99,310,5.0423
1.99,309,5.0464
1.99,309,5.0506
1.99,310,5.0548
2.00,310,5.0590
2.00,310,5.0632
2.00,310,5.0676
2.00,310,5.0721
2.00,310,5.0764
2.00,310,5.0805
2.01,310,5.0846
2.01,310,5.0887
2.01,310,5.0929
2.01,310,5.0972
2.01,310,5.1015
2.01,310,5.1057
2.02,310,5.1101
2.02,310,5.1146
2.02,310,5.1188
2.02,310,5.1229
2.02,310,5.1270
2.02,310,5.1311
2.03,310,5.1353
2.03,310,5.1395
2.03,310,5.1438
2.03,310,5.1481
2.03,310,5.1527
2.03,310,5.1570
2.04,310,5.1611
2.04,310,5.1651
2.04,310,5.1693
2.04,310,5.1734
2.04,310,5.1776
2.04,310,5.1818
2.05,310,5.1861
2.05,310,5.1906
2.05,310,5.1950
2.05,310,5.1992
2.05,310,5.2033
2.05,310,5.2074
2.06,310,5.2115
2.06,310,5.2158
2.06,310,5.2200
2.06,310,5.2243
