Time (min),Force (N),Position (mm)
2.06,310,5.2287
2.06,310,5.2332
2.07,311,5.2374
2.07,311,5.2415
2.07,311,5.2456
2.07,311,5.2497
2.07,310,5.2539
2.07,310,5.2582
2.08,311,5.2624
2.08,310,5.2667
2.08,311,5.2711
2.08,311,5.2756
2.08,311,5.2797
2.08,311,5.2838
2.09,311,5.2879
2.09,311,5.2920
2.09,311,5.2962
2.09,311,5.3005
2.09,311,5.3047
2.09,311,5.3091
2.10,311,5.3136
2.10,311,5.3178
2.10,311,5.3219
2.10,311,5.3260
2.10,311,5.3301
2.10,311,5.3344
2.11,311,5.3386
2.11,311,5.3429
2.11,311,5.3472
2.11,311,5.3517
2.11,311,5.3561
2.11,311,5.3602
2.12,311,5.3643
2.12,311,5.3684
2.12,311,5.3726
2.12,311,5.3768
2.12,311,5.3810
2.12,311,5.3853
2.13,311,5.3897
2.13,311,5.3942
2.13,311,5.3984
2.13,311,5.4025
2.13,311,5.4066
2.13,311,5.4107
2.13,311,5.4149
2.14,311,5.4191
2.14,312,5.4234
2.14,311,5.4277
2.14,311,5.4322
2.14,311,5.4366
2.15,312,5.4407
2.15,312,5.4447
2.15,311,5.4488
2.15,311,5.4530
2.15,312,5.4572
2.15,312,5.4615
2.15,311,5.4657
2.16,312,5.4702
2.16,312,5.4746
2.16,312,5.4789
2.16,312,5.4829
2.16,311,5.4870
2.17,312,5.4912
2.17,312,5.4954
2.17,312,5.4996
2.17,312,5.5038
2.17,312,5.5082
2.17,312,5.5127
2.17,312,5.5170
2.18,312,5.5211
2.18,312,5.5252
2.18,312,5.5293
2.18,312,5.5335
2.18,312,5.5377
2.19,312,5.5419
2.19,312,5.5462
2.19,312,5.5506
2.19,312,5.5551
2.19,312,5.5593
2.19,312,5.5634
2.19,312,5.5674
2.20,312,5.5716
2.20,312,5.5758
2.20,312,5.5800
2.20,312,5.5843
2.20,312,5.5887
2.21,312,5.5931
2.21,312,5.5975
2.21,312,5.6016
2.21,312,5.6056
2.21,312,5.6097
2.21,312,5.6139
2.22,312,5.6182
2.22,312,5.6224
2.22,312,5.6267
2.22,313,5.6311
2.22,313,5.6355
2.22,312,5.6397
2.23,312,5.6438
2.23,313,5.6479
2.23,312,5.6521
2.23,312,5.6563
2.23,312,5.6606
2.23,312,5.6648
2.24,312,5.6692
2.24,313,5.6736
2.24,313,5.6780
2.24,312,5.6820
2.24,312,5.6861
2.24,313,5.6903
2.25,312,5.6944
2.25,312,5.6987
2.25,312,5.7029
2.25,312,5.7072
2.25,313,5.7116
2.25,313,5.7160
2.26,313,5.7202
2.26,312,5.7243
2.26,313,5.7284
2.26,313,5.7325
2.26,313,5.7367
2.26,312,5.7409
2.27,313,5.7452
2.27,313,5.7496
2.27,313,5.7541
2.27,313,5.7583
2.27,313,5.7624
2.27,313,5.7665
2.28,313,5.7707
2.28,313,5.7748
2.28,313,5.7791
2.28,313,5.7833
2.28,313,5.7876
2.28,313,5.7921
2.29,313,5.7965
2.29,313,5.8006
2.29,313,5.8047
2.29,313,5.8088
2.29,313,5.8130
2.29,313,5.8172
2.30,313,5.8214
2.30,313,5.8257
2.30,313,5.8301
2.30,313,5.8345
2.30,313,5.8388
2.30,313,5.8429
2.31,313,5.8470
2.31,313,5.8511
2.31,313,5.8553
2.31,313,5.8595
2.31,313,5.8638
2.31,313,5.8681
2.32,313,5.8726
2.32,313,5.8770
2.32,313,5.8811
2.32,313,5.8852
2.32,313,5.8893
2.32,313,5.8934
2.33,313,5.8977
2.33,313,5.9019
2.33,314,5.9062
2.33,313,5.9106
2.33,314,5.9150
2.33,314,5.9193
2.34,313,5.9233
2.34,313,5.9274
2.34,313,5.9316
2.34,314,5.9358
2.34,313,5.9400
2.34,313,5.9442
2.35,313,5.9486
2.35,313,5.9530
2.35,314,5.9574
2.35,314,5.9616
2.35,313,5.9656
2.35,313,5.9697
2.36,314,5.9739
2.36,314,5.9781
2.36,314,5.9824
2.36,314,5.9866
2.36,314,5.9910
2.36,314,5.9955
2.37,314,5.9997
2.37,314,6.0038
2.37,314,6.0079
2.37,314,6.0120
2.37,314,6.0162
2.37,314,6.0205
2.38,314,6.0247
2.38,314,6.0290
2.38,314,6.0335
2.38,314,6.0378
2.38,314,6.0420
2.38,314,6.0460
2.38,314,6.0501
2.39,314,6.0543
2.39,314,6.0585
2.39,314,6.0628
2.39,314,6.0671
2.39,314,6.0715
2.40,314,6.0760
2.40,314,6.0802
2.40,314,6.0843
2.40,314,6.0884
2.40,314,6.0925
2.40,314,6.0967
2.40,314,6.1009
2.41,314,6.1052
2.41,315,6.1096
2.41,315,6.1140
2.41,314,6.1184
2.41,315,6.1225
2.42,314,6.1265
2.42,314,6.1306
2.42,314,6.1348
2.42,314,6.1391
2.42,314,6.1433
2.42,314,6.1476
2.42,315,6.1520
2.43,315,6.1564
2.43,315,6.1606
2.43,315,6.1647
2.43,314,6.1689
2.43,315,6.1730
2.44,315,6.1772
2.44,315,6.1815
2.44,315,6.1857
2.44,315,6.1901
2.44,315,6.1945
2.44,315,6.1989
2.44,315,6.2029
2.45,315,6.2070
2.45,315,6.2112
2.45,315,6.2153
2.45,315,6.2196
2.45,315,6.2238
2.46,315,6.2281
2.46,315,6.2325
2.46,315,6.2370
2.46,315,6.2412
2.46,315,6.2452
2.46,315,6.2494
2.47,315,6.2535
2.47,315,6.2577
2.47,315,6.2619
2.47,315,6.2662
2.47,315,6.2705
2.47,315,6.2750
2.48,315,6.2793
2.48,315,6.2835
2.48,315,6.2875
2.48,315,6.2916
2.48,315,6.2958
2.48,315,6.3001
2.49,315,6.3043
2.49,315,6.3086
2.49,315,6.3130
2.49,315,6.3174
2.49,315,6.3216
2.49,315,6.3257
2.50,316,6.3298
2.50,315,6.3340
2.50,315,6.3382
2.50,315,6.3424
2.50,315,6.3467
2.50,315,6.3510
2.51,315,6.3555
2.51,315,6.3598
2.51,315,6.3639
2.51,315,6.3680
2.51,315,6.3721
2.51,315,6.3763
2.52,315,6.3805
2.52,315,6.3848
2.52,315,6.3890
2.52,315,6.3935
2.52,316,6.3979
2.52,316,6.4021
2.53,315,6.4062
2.53,315,6.4104
2.53,316,6.4145
2.53,315,6.4187
2.53,315,6.4229
2.53,316,6.4272
2.54,316,6.4315
2.54,316,6.4360
2.54,316,6.4404
2.54,315,6.4445
2.54,316,6.4485
2.54,316,6.4527
2.55,316,6.4568
2.55,316,6.4611
2.55,315,6.4653
2.55,316,6.4696
2.55,316,6.4741
2.55,316,6.4785
2.56,316,6.4827
2.56,316,6.4868
2.56,316,6.4908
2.56,316,6.4950
2.56,316,6.4992
2.56,316,6.5034
2.57,316,6.5077
2.57,316,6.5120
2.57,316,6.5165
2.57,316,6.5208
2.57,316,6.5250
2.57,317,6.5290
2.58,316,6.5331
2.58,316,6.5373
2.58,317,6.5416
2.58,316,6.5459
2.58,316,6.5501
2.58,317,6.5546
2.59,317,6.5591
2.59,316,6.5633
2.59,316,6.5673
2.59,316,6.5714
2.59,317,6.5756
2.59,316,6.5798
2.60,317,6.5840
2.60,317,6.5883
2.60,316,6.5926
2.60,317,6.5971
2.60,317,6.6014
2.60,317,6.6055
2.61,317,6.6095
2.61,317,6.6137
2.61,317,6.6179
2.61,316,6.6221
2.61,316,6.6263
2.61,317,6.6306
2.62,317,6.6350
2.62,317,6.6395
2.62,317,6.6436
2.62,317,6.6478
2.62,317,6.6519
2.62,317,6.6560
2.63,317,6.6602
2.63,317,6.6645
2.63,317,6.6687
2.63,317,6.6731
2.63,317,6.6775
2.63,317,6.6819
2.64,317,6.6860
2.64,317,6.6900
2.64,317,6.6942
2.64,317,6.6984
2.64,317,6.7026
2.64,317,6.7068
2.65,317,6.7111
2.65,317,6.7156
2.65,317,6.7200
2.65,317,6.7242
2.65,317,6.7283
2.65,317,6.7324
2.66,317,6.7365
2.66,317,6.7408
2.66,317,6.7450
2.66,317,6.7492
2.66,317,6.7536
2.66,317,6.7581
2.67,317,6.7624
2.67,317,6.7665
2.67,317,6.7706
2.67,317,6.7747
2.67,317,6.7789
2.67,317,6.7831
2.68,317,6.7873
2.68,317,6.7916
2.68,317,6.7960
2.68,317,6.8005
2.68,318,6.8046
2.68,317,6.8087
2.69,317,6.8128
2.69,317,6.8170
2.69,317,6.8212
2.69,318,6.8254
2.69,318,6.8296
2.69,318,6.8340
2.70,317,6.8385
2.70,318,6.8428
2.70,318,6.8469
2.70,317,6.8510
2.70,317,6.8551
2.70,317,6.8592
2.71,318,6.8635
2.71,318,6.8678
2.71,318,6.8720
2.71,318,6.8764
2.71,318,6.8809
2.71,318,6.8851
2.72,318,6.8892
2.72,318,6.8932
2.72,318,6.8974
2.72,318,6.9016
2.72,318,6.9058
2.72,318,6.9100
2.73,318,6.9144
2.73,318,6.9189
2.73,318,6.9232
2.73,318,6.9274
2.73,318,6.9314
2.73,318,6.9356
2.74,318,6.9397
2.74,318,6.9440
2.74,318,6.9482
2.74,318,6.9525
2.74,318,6.9569
2.74,318,6.9613
2.75,318,6.9655
2.75,318,6.9696
2.75,318,6.9737
2.75,318,6.9779
2.75,318,6.9821
2.75,318,6.9863
2.76,318,6.9906
2.76,318,6.9949
2.76,318,6.9994
2.76,318,7.0037
2.76,318,7.0079
2.76,318,7.0119
2.77,318,7.0161
2.77,318,7.0203
2.77,319,7.0245
2.77,318,7.0288
2.77,319,7.0331
2.77,318,7.0375
2.78,319,7.0419
2.78,319,7.0461
2.78,318,7.0502
2.78,319,7.0542
2.78,318,7.0584
2.78,319,7.0626
2.79,319,7.0668
2.79,318,7.0711
2.79,319,7.0754
2.79,319,7.0799
2.79,319,7.0842
2.79,319,7.0883
2.80,319,7.0924
2.80,318,7.0965
2.80,318,7.1007
2.80,319,7.1050
2.80,319,7.1092
2.80,319,7.1135
2.81,319,7.1180
2.81,319,7.1224
2.81,319,7.1265
2.81,319,7.1307
2.81,319,7.1347
2.81,319,7.1389
2.82,319,7.1431
2.82,319,7.1473
2.82,319,7.1516
2.82,319,7.1560
2.82,319,7.1604
2.82,319,7.1647
2.83,319,7.1688
2.83,319,7.1729
2.83,319,7.1770
2.83,319,7.1811
2.83,319,7.1854
2.83,319,7.1897
2.84,319,7.1940
2.84,319,7.1984
2.84,319,7.2028
2.84,319,7.2070
2.84,319,7.2111
2.84,319,7.2151
2.85,319,7.2193
2.85,319,7.2235
2.85,319,7.2278
2.85,319,7.2320
2.85,320,7.2364
2.85,320,7.2408
2.86,320,7.2452
2.86,320,7.2493
2.86,319,7.2533
2.86,319,7.2575
2.86,320,7.2616
2.86,319,7.2659
2.87,320,7.2701
2.87,320,7.2744
2.87,320,7.2788
2.87,320,7.2832
2.87,320,7.2875
2.87,320,7.2915
2.88,320,7.2956
2.88,320,7.2998
2.88,319,7.3040
2.88,320,7.3082
2.88,320,7.3124
2.88,320,7.3168
2.89,320,7.3213
2.89,320,7.3256
2.89,320,7.3297
2.89,320,7.3338
2.89,320,7.3379
2.89,320,7.3421
2.90,320,7.3463
2.90,320,7.3505
2.90,320,7.3548
2.90,320,7.3593
2.90,320,7.3637
2.90,320,7.3678
2.91,320,7.3719
2.91,320,7.3761
2.91,320,7.3802
2.91,320,7.3844
2.91,320,7.3886
2.91,320,7.3929
2.92,320,7.3973
2.92,321,7.4017
2.92,321,7.4060
2.92,321,7.4101
2.92,321,7.4142
2.92,320,7.4183
2.93,321,7.4225
2.93,321,7.4267
2.93,320,7.4310
2.93,320,7.4353
2.93,320,7.4398
2.93,321,7.4442
2.94,321,7.4484
2.94,321,7.4524
2.94,321,7.4565
2.94,320,7.4607
2.94,321,7.4649
2.94,321,7.4691
2.95,320,7.4734
2.95,321,7.4777
2.95,321,7.4822
2.95,321,7.4865
2.95,321,7.4906
2.95,321,7.4947
2.96,321,7.4988
2.96,321,7.5030
2.96,321,7.5072
2.96,321,7.5115
2.96,321,7.5158
2.96,321,7.5202
2.97,321,7.5247
2.97,321,7.5288
2.97,321,7.5329
2.97,321,7.5370
2.97,321,7.5411
2.97,321,7.5454
2.98,321,7.5496
2.98,321,7.5539
2.98,321,7.5582
2.98,321,7.5627
2.98,321,7.5670
2.98,321,7.5711
2.99,321,7.5752
2.99,321,7.5794
2.99,321,7.5835
2.99,321,7.5878
2.99,321,7.5920
2.99,321,7.5963
3.00,321,7.6007
3.00,321,7.6051
3.00,321,7.6093
3.00,321,7.6134
3.00,321,7.6175
3.00,321,7.6216
3.01,322,7.6259
3.01,321,7.6301
3.01,321,7.6343
3.01,321,7.6387
3.01,322,7.6431
3.01,322,7.6474
3.02,321,7.6515
3.02,321,7.6556
3.02,322,7.6598
3.02,321,7.6639
3.02,321,7.6681
3.02,322,7.6724
3.03,322,7.6767
3.03,322,7.6811
3.03,322,7.6855
3.03,322,7.6897
3.03,322,7.6938
3.03,322,7.6979
3.04,322,7.7020
3.04,322,7.7063
3.04,322,7.7105
3.04,322,7.7148
3.04,322,7.7192
3.04,322,7.7236
3.05,322,7.7279
3.05,322,7.7321
3.05,322,7.7361
3.05,322,7.7402
3.05,322,7.7444
3.05,322,7.7487
3.06,322,7.7529
3.06,322,7.7572
3.06,322,7.7616
3.06,322,7.7660
3.06,322,7.7703
3.06,322,7.7743
3.07,323,7.7784
3.07,322,7.7826
3.07,322,7.7868
3.07,322,7.7910
3.07,322,7.7953
3.07,322,7.7996
3.08,322,7.8041
3.08,322,7.8084
3.08,323,7.8125
3.08,323,7.8166
3.08,322,7.8207
3.08,322,7.8249
3.09,322,7.8291
3.09,322,7.8334
3.09,323,7.8377
3.09,323,7.8421
3.09,323,7.8466
3.09,323,7.8508
3.10,323,7.8548
3.10,323,7.8589
3.10,323,7.8630
3.10,323,7.8673
3.10,323,7.8715
3.10,323,7.8757
3.11,323,7.8801
3.11,323,7.8846
3.11,323,7.8889
3.11,323,7.8930
3.11,323,7.8971
3.11,323,7.9012
3.12,323,7.9054
3.12,323,7.9096
3.12,323,7.9138
3.12,323,7.9181
3.12,323,7.9225
3.12,323,7.9270
3.13,323,7.9312
3.13,323,7.9353
3.13,323,7.9394
3.13,323,7.9435
3.13,323,7.9477
3.13,323,7.9520
3.14,323,7.9562
3.14,323,7.9606
3.14,323,7.9651
3.14,323,7.9694
3.14,323,7.9735
3.14,323,7.9776
3.15,323,7.9817
3.15,323,7.9859
3.15,323,7.9901
3.15,323,7.9943
3.15,323,7.9986
3.15,323,8.0031
3.16,324,8.0075
3.16,324,8.0117
3.16,323,8.0158
3.16,323,8.0199
3.16,323,8.0240
3.16,323,8.0282
3.17,323,8.0325
3.17,323,8.0367
3.17,323,8.0411
3.17,324,8.0456
3.17,323,8.0499
3.17,323,8.0540
3.18,323,8.0581
3.18,323,8.0622
3.18,323,8.0664
3.18,323,8.0706
3.18,323,8.0748
3.18,324,8.0791
3.19,323,8.0836
3.19,324,8.0881
3.19,324,8.0922
3.19,324,8.0963
3.19,324,8.1004
3.19,323,8.1045
3.20,324,8.1088
3.20,324,8.1130
3.20,324,8.1172
3.20,323,8.1216
3.20,324,8.1261
3.20,324,8.1304
3.21,324,8.1345
3.21,324,8.1386
3.21,324,8.1427
3.21,324,8.1468
3.21,324,8.1511
3.21,324,8.1553
3.22,324,8.1596
3.22,324,8.1640
3.22,324,8.1685
3.22,324,8.1727
3.22,324,8.1767
3.22,324,8.1808
3.23,324,8.1850
3.23,324,8.1892
3.23,324,8.1934
3.23,324,8.1976
3.23,324,8.2020
3.23,324,8.2064
3.24,324,8.2108
3.24,324,8.2149
3.24,324,8.2190
3.24,324,8.2231
3.24,324,8.2273
3.24,324,8.2315
3.25,324,8.2357
3.25,324,8.2400
3.25,324,8.2445
3.25,324,8.2488
3.25,324,8.2531
3.25,324,8.2571
3.26,324,8.2612
3.26,324,8.2654
3.26,324,8.2696
3.26,324,8.2738
3.26,324,8.2780
3.26,324,8.2824
3.27,324,8.2869
3.27,324,8.2911
3.27,324,8.2953
3.27,325,8.2993
3.27,324,8.3035
3.27,324,8.3076
3.28,324,8.3119
3.28,325,8.3161
3.28,324,8.3204
3.28,325,8.3249
3.28,324,8.3293
3.28,325,8.3334
3.29,325,8.3375
3.29,325,8.3417
3.29,325,8.3458
3.29,324,8.3500
3.29,325,8.3543
3.29,325,8.3585
3.30,325,8.3629
3.30,325,8.3674
3.30,325,8.3717
3.30,325,8.3758
3.30,325,8.3799
3.30,325,8.3840
3.31,325,8.3882
3.31,325,8.3924
3.31,325,8.3966
3.31,325,8.4009
3.31,325,8.4054
3.31,325,8.4098
3.32,325,8.4140
3.32,325,8.4181
3.32,325,8.4221
3.32,325,8.4263
3.32,325,8.4305
3.32,325,8.4347
3.33,325,8.4390
3.33,325,8.4434
3.33,325,8.4479
3.33,325,8.4522
3.33,325,8.4563
3.33,325,8.4604
3.34,325,8.4645
3.34,325,8.4687
3.34,326,8.4729
3.34,325,8.4771
3.34,325,8.4814
3.34,325,8.4858
3.35,326,8.4903
3.35,326,8.4944
3.35,325,8.4985
3.35,325,8.5026
3.35,325,8.5067
3.35,325,8.5109
3.36,325,8.5152
3.36,325,8.5195
3.36,325,8.5238
3.36,326,8.5283
3.36,326,8.5326
3.36,325,8.5367
3.37,325,8.5408
3.37,326,8.5449
3.37,326,8.5491
3.37,325,8.5533
3.37,325,8.5575
3.37,325,8.5618
3.38,326,8.5663
3.38,326,8.5707
3.38,326,8.5749
3.38,326,8.5790
3.38,326,8.5831
3.38,326,8.5872
3.39,326,8.5914
3.39,325,8.5957
3.39,326,8.5999
3.39,325,8.6043
3.39,326,8.6087
3.39,326,8.6130
3.40,326,8.6171
3.40,325,8.6212
3.40,326,8.6253
3.40,326,8.6295
3.40,326,8.6338
3.40,326,8.6380
3.41,326,8.6423
3.41,326,8.6468
3.41,326,8.6512
3.41,326,8.6554
3.41,326,8.6595
3.41,326,8.6636
3.42,326,8.6678
3.42,326,8.6720
3.42,326,8.6762
3.42,325,8.6805
3.42,325,8.6848
3.42,326,8.6893
3.43,326,8.6936
3.43,326,8.6977
3.43,326,8.7018
3.43,326,8.7059
3.43,326,8.7101
3.43,325,8.7143
3.44,326,8.7185
3.44,326,8.7228
3.44,326,8.7273
3.44,326,8.7317
3.44,326,8.7359
3.44,326,8.7400
3.45,326,8.7440
3.45,326,8.7482
3.45,325,8.7524
3.45,325,8.7567
3.45,325,8.7610
3.45,325,8.7654
3.46,326,8.7699
3.46,325,8.7741
3.46,325,8.7782
3.46,326,8.7823
3.46,325,8.7865
3.46,326,8.7907
3.47,326,8.7949
3.47,326,8.7992
3.47,325,8.8034
3.47,325,8.8079
3.47,326,8.8123
3.47,326,8.8164
3.48,325,8.8205
3.48,326,8.8246
3.48,324,8.8288
3.48,325,8.8329
3.48,325,8.8372
3.48,325,8.8415
3.49,325,8.8458
3.49,325,8.8503
3.49,325,8.8546
3.49,325,8.8587
3.49,325,8.8627
3.49,325,8.8670
3.50,325,8.8711
3.50,325,8.8753
3.50,325,8.8796
3.50,325,8.8839
3.50,325,8.8883
3.50,325,8.8928
3.51,325,8.8969
3.51,324,8.9010
3.51,324,8.9051
3.51,325,8.9093
3.51,324,8.9135
3.51,324,8.9177
3.52,324,8.9219
3.52,324,8.9263
3.52,324,8.9308
3.52,324,8.9350
3.52,323,8.9391
3.52,323,8.9432
3.53,323,8.9474
3.53,323,8.9516
3.53,322,8.9558
3.53,322,8.9600
3.53,322,8.9643
3.53,322,8.9688
3.54,321,8.9732
3.54,320,8.9773
3.54,320,8.9814
3.54,319,8.9855
3.54,317,8.9897
3.54,314,8.9939
