Time (min),Force (N),Position (mm)
2.07,3670,5.2545
2.07,3670,5.2584
2.08,3670,5.2625
2.08,3670,5.2667
2.08,3670,5.2712
2.08,3670,5.2755
2.08,3670,5.2799
2.08,3670,5.2843
2.09,3670,5.2887
2.09,3670,5.2928
2.09,3670,5.2967
2.09,3670,5.3007
2.09,3670,5.3048
2.09,3670,5.3091
2.10,3670,5.3136
2.10,3680,5.3179
2.10,3680,5.3223
2.10,3680,5.3268
2.10,3680,5.3310
2.10,3680,5.3350
2.11,3680,5.3389
2.11,3680,5.3429
2.11,3680,5.3472
2.11,3680,5.3517
2.11,3680,5.3560
2.11,3680,5.3603
2.12,3680,5.3648
2.12,3680,5.3691
2.12,3680,5.3731
2.12,3680,5.3771
2.12,3680,5.3811
2.12,3680,5.3852
2.13,3680,5.3896
2.13,3680,5.3940
2.13,3680,5.3984
2.13,3680,5.4028
2.13,3680,5.4072
2.13,3680,5.4114
2.13,3680,5.4153
2.14,3680,5.4193
2.14,3680,5.4234
2.14,3680,5.4276
2.14,3680,5.4321
2.14,3680,5.4364
2.15,3690,5.4408
2.15,3690,5.4452
2.15,3690,5.4496
2.15,3690,5.4536
2.15,3680,5.4575
2.15,3690,5.4615
2.15,3690,5.4656
2.16,3690,5.4701
2.16,3690,5.4745
2.16,3690,5.4788
2.16,3690,5.4832
2.16,3690,5.4876
2.17,3690,5.4918
2.17,3690,5.4957
2.17,3690,5.4997
2.17,3690,5.5037
2.17,3690,5.5080
2.17,3690,5.5125
2.17,3690,5.5168
2.18,3690,5.5212
2.18,3690,5.5257
2.18,3690,5.5300
2.18,3690,5.5339
2.18,3690,5.5379
2.19,3690,5.5419
2.19,3690,5.5461
2.19,3690,5.5505
2.19,3690,5.5549
2.19,3690,5.5593
2.19,3690,5.5637
2.19,3690,5.5681
2.20,3690,5.5721
2.20,3690,5.5761
2.20,3690,5.5801
2.20,3690,5.5842
2.20,3690,5.5885
2.21,3690,5.5930
2.21,3700,5.5973
2.21,3700,5.6017
2.21,3700,5.6062
2.21,3700,5.6105
2.21,3700,5.6143
2.22,3700,5.6183
2.22,3700,5.6224
2.22,3700,5.6265
2.22,3700,5.6310
2.22,3700,5.6354
2.22,3700,5.6398
2.23,3700,5.6442
2.23,3700,5.6486
2.23,3700,5.6526
2.23,3700,5.6565
2.23,3700,5.6605
2.23,3700,5.6646
2.24,3700,5.6690
2.24,3700,5.6734
2.24,3700,5.6777
2.24,3700,5.6822
2.24,3700,5.6866
2.24,3700,5.6909
2.25,3700,5.6948
2.25,3700,5.6987
2.25,3700,5.7028
2.25,3700,5.7069
2.25,3700,5.7115
2.25,3700,5.7158
2.26,3700,5.7202
2.26,3700,5.7246
2.26,3700,5.7290
2.26,3700,5.7331
2.26,3700,5.7370
2.26,3700,5.7410
2.27,3700,5.7451
2.27,3700,5.7496
2.27,3700,5.7539
2.27,3700,5.7583
2.27,3710,5.7627
2.27,3710,5.7671
2.28,3710,5.7713
2.28,3700,5.7753
2.28,3700,5.7792
2.28,3710,5.7832
2.28,3700,5.7875
2.28,3710,5.7920
2.29,3710,5.7963
2.29,3710,5.8007
2.29,3710,5.8051
2.29,3710,5.8095
2.29,3710,5.8135
2.29,3710,5.8174
2.30,3700,5.8214
2.30,3710,5.8256
2.30,3710,5.8300
2.30,3710,5.8344
2.30,3710,5.8387
2.30,3710,5.8431
2.31,3710,5.8475
2.31,3710,5.8517
2.31,3710,5.8556
2.31,3710,5.8596
2.31,3710,5.8637
2.31,3710,5.8680
2.32,3710,5.8725
2.32,3710,5.8768
2.32,3710,5.8812
2.32,3710,5.8857
2.32,3710,5.8900
2.32,3710,5.8939
2.33,3710,5.8978
2.33,3710,5.9019
2.33,3710,5.9061
2.33,3710,5.9106
2.33,3710,5.9149
2.33,3710,5.9193
2.34,3710,5.9237
2.34,3710,5.9281
2.34,3710,5.9321
2.34,3710,5.9360
2.34,3710,5.9400
2.34,3710,5.9442
2.35,3710,5.9485
2.35,3710,5.9529
2.35,3710,5.9573
2.35,3710,5.9617
2.35,3710,5.9661
2.35,3710,5.9704
2.36,3710,5.9743
2.36,3710,5.9782
2.36,3710,5.9823
2.36,3710,5.9865
2.36,3710,5.9910
2.36,3710,5.9954
2.37,3710,5.9998
2.37,3710,6.0043
2.37,3710,6.0086
2.37,3710,6.0126
2.37,3710,6.0166
2.37,3710,6.0206
2.38,3710,6.0247
2.38,3710,6.0292
2.38,3710,6.0336
2.38,3700,6.0379
